"","Tile1","Tile2","cellTypes"
"24063","chr2:3513612-3520112","chr2:1991052-1992271","nCD4,nCD8"
"24064","chr2:3513612-3520112","chr2:2641200-2647588","nCD8"
"24065","chr2:3513612-3520112","chr2:2680272-2686063","nCD8"
"24066","chr2:3513612-3520112","chr2:2686063-2687735","Mac0,Mac1,Mac2,Mon"
"24067","chr2:3513612-3520112","chr2:2695357-2696962","Mac0,Mac1,Mac2,Mon"
"24068","chr2:3513612-3520112","chr2:2696962-2698641","nCD8,MK"
"24069","chr2:3513612-3520112","chr2:2698641-2703088","Neu"
"24070","chr2:3513612-3520112","chr2:2704798-2715420","Mac1,Neu"
"24071","chr2:3513612-3520112","chr2:3261047-3268707","Mac1,Mon,Neu"
"24072","chr2:3513612-3520112","chr2:3353117-3358954","nCD4,MK"
"24073","chr2:3513612-3520112","chr2:3381539-3385441","MK"
"24074","chr2:3513612-3520112","chr2:3385441-3392152","Mac1,Neu"
"24075","chr2:3513612-3520112","chr2:3406532-3430074","Ery,MK"
"24076","chr2:3513612-3520112","chr2:3441831-3444184","Mac1"
"24077","chr2:3513612-3520112","chr2:3551314-3573919","Ery"
"24078","chr2:3513612-3520112","chr2:5074197-5076027","Mon,Neu"
"24079","chr2:3513612-3520112","chr2:6791569-6793535","Mon,Neu"
"24080","chr2:3513612-3520112","chr2:6793535-6793820","MK"
"24081","chr2:3513612-3520112","chr2:6830622-6842646","nCD8"
"24082","chr2:3513612-3520112","chr2:6850069-6864367","Ery"
"24083","chr2:3513612-3520112","chr2:6869185-6871479","Ery"
"24084","chr2:3513612-3520112","chr2:6871479-6872365","nCD8,MK,Neu"
"24085","chr2:3513612-3520112","chr2:6929665-6932612","Neu"
"24086","chr2:3513612-3520112","chr2:6938750-6943494","Mac1,Mon,Neu"
"24087","chr2:3513612-3520112","chr2:7069765-7074651","Ery"
"24088","chr2:3513612-3520112","chr2:15561360-15565726","Mac1"
"24089","chr2:3513612-3520112","chr2:15584042-15590495","Neu"
"24090","chr2:3513612-3520112","chr2:16710271-16711636","Mac1"
"24091","chr2:3513612-3520112","chr2:17646288-17651981","Ery,Mac0,Mac2,MK"
"24092","chr2:3513612-3520112","chr2:18546703-18548726","Neu"
"24093","chr2:3513612-3520112","chr2:20657314-20673457","Mac0,Mac1,Mon"
"24094","chr2:3513612-3520112","chr2:48435709-48441566","Mac1,Neu"
"24095","chr2:3513612-3520112","chr2:118003393-118004373","nCD4,MK"
"24096","chr2:3551314-3573919","chr2:3381539-3385441","MK"
"24097","chr2:3551314-3573919","chr2:3385441-3392152","nCD4,nCD8"
"24098","chr2:3573919-3579547","chr2:2641200-2647588","nCD8"
"24099","chr2:3573919-3579547","chr2:2680272-2686063","nCD8"
"24100","chr2:3573919-3579547","chr2:2686063-2687735","nCD8,MK"
"24101","chr2:3573919-3579547","chr2:2698641-2703088","Neu"
"24102","chr2:3573919-3579547","chr2:3077221-3082545","Mac1,Mon,Neu"
"24103","chr2:3573919-3579547","chr2:3353117-3358954","nCD4,MK"
"24104","chr2:3573919-3579547","chr2:3381539-3385441","MK"
"24105","chr2:3573919-3579547","chr2:3385441-3392152","Mac1,Neu"
"24106","chr2:3573919-3579547","chr2:3406532-3430074","Ery,MK,Neu"
"24107","chr2:3573919-3579547","chr2:3430074-3441831","Ery,MK"
"24108","chr2:3573919-3579547","chr2:3441831-3444184","Mon,Neu"
"24109","chr2:3573919-3579547","chr2:6791569-6793535","Mon,Neu"
"24110","chr2:3573919-3579547","chr2:6793535-6793820","Neu"
"24111","chr2:3573919-3579547","chr2:6795082-6808634","nCD8"
"24112","chr2:3573919-3579547","chr2:6850069-6864367","Ery"
"24113","chr2:3573919-3579547","chr2:6869185-6871479","Ery"
"24114","chr2:3573919-3579547","chr2:6871479-6872365","nCD4,nCD8,MK"
"24115","chr2:3573919-3579547","chr2:10668458-10681127","Mon"
"24116","chr2:3573919-3579547","chr2:11168498-11177647","Ery"
"24117","chr2:3573919-3579547","chr2:15561360-15565726","Mac1"
"24118","chr2:3573919-3579547","chr2:15584042-15590495","Mon"
"24119","chr2:3573919-3579547","chr2:20043856-20044796","nCD4,Mac1,MK"
"24120","chr2:3573919-3579547","chr2:20812595-20819042","nCD4,nCD8"
"24121","chr2:3573919-3579547","chr2:30137620-30148583","Mac2,MK"
"24122","chr2:3573919-3579547","chr2:41825504-41836814","Ery"
"24123","chr2:3573919-3579547","chr2:108444606-108450184","Mac1,Neu"
"24124","chr2:3573919-3579547","chr2:117997982-118003285","nCD4"
"24125","chr2:3573919-3579547","chr2:127878903-127881997","Mac1"
"24126","chr2:3573919-3579547","chr2:128103641-128113678","Neu"
"24127","chr2:3573919-3579547","chr2:130354320-130369611","MK"
"24128","chr2:6864367-6866434","chr2:3385441-3392152","Mon"
"24129","chr2:6864367-6866434","chr2:4102076-4112881","Mac1,Mac2"
"24130","chr2:6864367-6866434","chr2:4133153-4135309","Ery"
"24131","chr2:6864367-6866434","chr2:5074197-5076027","Ery"
"24132","chr2:6864367-6866434","chr2:6894810-6903080","nCD4"
"24133","chr2:6864367-6866434","chr2:6905934-6913191","nCD8,MK"
"24134","chr2:6864367-6866434","chr2:6929665-6932612","Ery,Mac1,MK"
"24135","chr2:6864367-6866434","chr2:7047057-7054558","nCD8"
"24136","chr2:6864367-6866434","chr2:7057910-7063020","Mac1,Mon"
"24137","chr2:6864367-6866434","chr2:7069765-7074651","Ery"
"24138","chr2:6864367-6866434","chr2:8613631-8616814","Ery,MK"
"24139","chr2:6864367-6866434","chr2:8616814-8620270","Ery,MK"
"24140","chr2:6864367-6866434","chr2:8826729-8831185","Ery"
"24141","chr2:6864367-6866434","chr2:8965814-8968178","nCD4,MK"
"24142","chr2:6866434-6869185","chr2:3381539-3385441","MK"
"24143","chr2:6866434-6869185","chr2:3385441-3392152","Mac1,Mac2"
"24144","chr2:6866434-6869185","chr2:4133153-4135309","Ery"
"24145","chr2:6866434-6869185","chr2:5074197-5076027","Ery"
"24146","chr2:6866434-6869185","chr2:6871479-6872365","Ery"
"24147","chr2:6866434-6869185","chr2:6894810-6903080","nCD8,MK"
"24148","chr2:6866434-6869185","chr2:6929665-6932612","Ery,Mac1,MK"
"24149","chr2:6866434-6869185","chr2:7047057-7054558","nCD8"
"24150","chr2:6866434-6869185","chr2:7057910-7063020","Ery"
"24151","chr2:6866434-6869185","chr2:8613631-8616814","Ery,MK"
"24152","chr2:6866434-6869185","chr2:8616814-8620270","Ery,MK"
"24153","chr2:6866434-6869185","chr2:8826729-8831185","Ery"
"24154","chr2:6866434-6869185","chr2:8964521-8965814","Ery"
"24155","chr2:6866434-6869185","chr2:8990908-8993127","Ery"
"24156","chr2:6916770-6919176","chr2:5074197-5076027","MK"
"24157","chr2:6916770-6919176","chr2:6830622-6842646","nCD8"
"24158","chr2:6916770-6919176","chr2:6850069-6864367","Ery"
"24159","chr2:6916770-6919176","chr2:6869185-6871479","Ery"
"24160","chr2:6916770-6919176","chr2:6871479-6872365","Ery"
"24161","chr2:6916770-6919176","chr2:6882927-6890094","nCD4"
"24162","chr2:6916770-6919176","chr2:6905934-6913191","Neu"
"24163","chr2:6916770-6919176","chr2:6987883-6993830","Neu"
"24164","chr2:6916770-6919176","chr2:6993830-6996292","Neu"
"24165","chr2:6916770-6919176","chr2:7013934-7020133","Neu"
"24166","chr2:6916770-6919176","chr2:7023333-7043517","Ery,MK"
"24167","chr2:6916770-6919176","chr2:7047057-7054558","nCD8"
"24168","chr2:6916770-6919176","chr2:7057910-7063020","Mon,Neu"
"24169","chr2:6916770-6919176","chr2:7069765-7074651","nCD4,nCD8"
"24170","chr2:6916770-6919176","chr2:7565362-7569707","Ery,Mac1,MK,Mon,Neu"
"24171","chr2:6916770-6919176","chr2:8519722-8531895","Ery"
"24172","chr2:6916770-6919176","chr2:8613631-8616814","Ery,MK,Neu"
"24173","chr2:6916770-6919176","chr2:8826729-8831185","Neu"
"24174","chr2:6916770-6919176","chr2:8837823-8840550","Ery,Neu"
"24175","chr2:6916770-6919176","chr2:8988633-8990908","Neu"
"24176","chr2:6916770-6919176","chr2:8993471-9007524","MK"
"24177","chr2:8675380-8680968","chr2:7047057-7054558","MK"
"24178","chr2:8675380-8680968","chr2:7413866-7416989","MK"
"24179","chr2:8675380-8680968","chr2:7416989-7418387","MK"
"24180","chr2:8675380-8680968","chr2:7418387-7418988","MK"
"24181","chr2:8675380-8680968","chr2:7418988-7424070","MK"
"24182","chr2:8675380-8680968","chr2:8519722-8531895","MK"
"24183","chr2:8680968-8684606","chr2:7413866-7416989","MK"
"24184","chr2:8680968-8684606","chr2:7416989-7418387","MK"
"24185","chr2:8680968-8684606","chr2:7418387-7418988","MK"
"24186","chr2:8680968-8684606","chr2:7418988-7424070","Neu"
"24187","chr2:8837440-8837823","chr2:8993471-9007524","Ery,Mac1,MK"
"24188","chr2:8993471-9007524","chr2:7047057-7054558","Neu"
"24189","chr2:8993471-9007524","chr2:7205697-7205853","MK"
"24190","chr2:9205100-9208016","chr2:9270385-9272547","MK"
"24191","chr2:9205100-9208016","chr2:9276443-9277219","MK"
"24192","chr2:9205100-9208016","chr2:9293747-9297788","MK"
"24193","chr2:9205100-9208016","chr2:9311950-9320310","MK"
"24194","chr2:9205100-9208016","chr2:9320310-9326292","Neu"
"24195","chr2:9420252-9424181","chr2:8837823-8840550","Mac1,Mac2"
"24196","chr2:9548968-9559299","chr2:9699286-9708330","Ery"
"24197","chr2:9548968-9559299","chr2:9960795-9962897","Ery,Mac0,Mac1,Mac2"
"24198","chr2:9842390-9843461","chr2:9470908-9478673","Mac2"
"24199","chr2:9842390-9843461","chr2:9525065-9536382","Mac1,Mac2,Mon"
"24200","chr2:9842390-9843461","chr2:10001001-10026943","Mon"
"24201","chr2:10037962-10044578","chr2:9814887-9825240","Mac0,Mac1,Mac2"
"24202","chr2:10037962-10044578","chr2:10415620-10424468","Mac1,Mac2,MK"
"24203","chr2:10121370-10124687","chr2:10306844-10318869","nCD8"
"24204","chr2:10121370-10124687","chr2:10318869-10327941","Mac0,Mac1,MK"
"24205","chr2:10121370-10124687","chr2:10351020-10354349","Ery,Neu"
"24206","chr2:10121370-10124687","chr2:10368049-10375506","Mac0,Mac1,Mac2"
"24207","chr2:10121370-10124687","chr2:10415620-10424468","Ery"
"24208","chr2:10121370-10124687","chr2:10613536-10618953","Neu"
"24209","chr2:10121370-10124687","chr2:10648005-10662277","MK"
"24210","chr2:10121370-10124687","chr2:10668458-10681127","nCD8,Mac1,Mac2"
"24211","chr2:10290636-10298959","chr2:10415620-10424468","Mac0,Mac1,MK"
"24212","chr2:10300919-10306844","chr2:10351020-10354349","nCD8,Mac0,Mac1,Mac2"
"24213","chr2:10300919-10306844","chr2:10415620-10424468","Ery"
"24214","chr2:10445533-10447515","chr2:9959984-9960795","Ery"
"24215","chr2:10445533-10447515","chr2:9960795-9962897","Mac1"
"24216","chr2:10445533-10447515","chr2:9979997-9990805","Mac2,Neu"
"24217","chr2:10445533-10447515","chr2:10047309-10071677","Neu"
"24218","chr2:10445533-10447515","chr2:10095454-10101783","nCD8,MK"
"24219","chr2:10445533-10447515","chr2:10136389-10149823","nCD8"
"24220","chr2:10445533-10447515","chr2:10149823-10152139","Ery"
"24221","chr2:10445533-10447515","chr2:10613536-10618953","Neu"
"24222","chr2:10445533-10447515","chr2:10648005-10662277","nCD4,nCD8,MK"
"24223","chr2:10445533-10447515","chr2:10668458-10681127","Ery"
"24224","chr2:10447515-10450012","chr2:9959984-9960795","Ery"
"24225","chr2:10447515-10450012","chr2:9960795-9962897","Mac1"
"24226","chr2:10447515-10450012","chr2:9979997-9990805","Mac1,Mon"
"24227","chr2:10447515-10450012","chr2:9990805-10001001","Mac2,Neu"
"24228","chr2:10447515-10450012","chr2:10047309-10071677","Neu"
"24229","chr2:10447515-10450012","chr2:10095454-10101783","nCD8,MK"
"24230","chr2:10447515-10450012","chr2:10136389-10149823","nCD8"
"24231","chr2:10447515-10450012","chr2:10149823-10152139","nCD8"
"24232","chr2:10447515-10450012","chr2:10156333-10173200","Ery"
"24233","chr2:10447515-10450012","chr2:10613536-10618953","Neu"
"24234","chr2:10447515-10450012","chr2:10648005-10662277","nCD4,nCD8,MK"
"24235","chr2:10447515-10450012","chr2:10668458-10681127","Mon"
"24236","chr2:10809375-10817142","chr2:11146042-11151114","Ery,MK"
"24237","chr2:10809375-10817142","chr2:11227784-11228711","Ery,MK"
"24238","chr2:11132705-11136218","chr2:11228711-11244799","Ery,MK"
"24239","chr2:11132705-11136218","chr2:11336849-11349471","Mac1,Mac2"
"24240","chr2:11132705-11136218","chr2:11721977-11726244","Ery,Mac0,MK"
"24241","chr2:11151114-11161377","chr2:11336849-11349471","Mac0,Mac1,Mac2"
"24242","chr2:11151114-11161377","chr2:11721977-11726244","Ery,MK"
"24243","chr2:11336849-11349471","chr2:11222292-11227784","Ery,MK"
"24244","chr2:11336849-11349471","chr2:11227784-11228711","Mac1,Mac2"
"24245","chr2:11336849-11349471","chr2:11351708-11364880","Ery"
"24246","chr2:11336849-11349471","chr2:11394311-11402160","Mac1"
"24247","chr2:11457808-11473452","chr2:10823962-10830082","MK,Neu"
"24248","chr2:11457808-11473452","chr2:10830082-10837095","Mon"
"24249","chr2:11457808-11473452","chr2:11146042-11151114","Mon"
"24250","chr2:11457808-11473452","chr2:11168498-11177647","Ery,MK"
"24251","chr2:11457808-11473452","chr2:11222292-11227784","Ery,MK"
"24252","chr2:11457808-11473452","chr2:11227784-11228711","Mac1,Mac2,Mon"
"24253","chr2:11745046-11747567","chr2:11688235-11694570","nCD4,nCD8,Mac2,Mon"
"24254","chr2:11745046-11747567","chr2:12493173-12499845","nCD4"
"24255","chr2:11745046-11747567","chr2:12710444-12715610","Ery"
"24256","chr2:12715610-12721473","chr2:11965790-11968522","Ery"
"24257","chr2:12715610-12721473","chr2:11968635-11970179","nCD4,nCD8"
"24258","chr2:12715610-12721473","chr2:12294324-12300945","nCD4,nCD8"
"24259","chr2:12715610-12721473","chr2:12304711-12314086","nCD4,nCD8,Ery"
"24260","chr2:12715610-12721473","chr2:12413769-12425435","nCD4"
"24261","chr2:12715610-12721473","chr2:12427889-12433545","nCD4"
"24262","chr2:12715610-12721473","chr2:12433545-12437190","nCD4,nCD8"
"24263","chr2:12715610-12721473","chr2:12488626-12490995","nCD4,nCD8"
"24264","chr2:12715610-12721473","chr2:12493173-12499845","nCD4,nCD8"
"24265","chr2:12715610-12721473","chr2:12502771-12507503","Ery,MK"
"24266","chr2:15557107-15561360","chr2:13051058-13053084","nCD8"
"24267","chr2:15557107-15561360","chr2:15153168-15155990","Mac1"
"24268","chr2:15557107-15561360","chr2:15584042-15590495","Ery,MK"
"24269","chr2:15561360-15565726","chr2:13042490-13051058","Ery,MK"
"24270","chr2:15561360-15565726","chr2:13051058-13053084","MK,Neu"
"24271","chr2:15561360-15565726","chr2:15436830-15439454","Mac1"
"24272","chr2:15561360-15565726","chr2:15584042-15590495","Mac1"
"24273","chr2:15561360-15565726","chr2:17646288-17651981","Mac0,Mac1,Mon"
"24274","chr2:15561360-15565726","chr2:48435709-48441566","Ery,MK"
"24275","chr2:15590495-15595685","chr2:13051058-13053084","Ery"
"24276","chr2:15590495-15595685","chr2:15561360-15565726","MK"
"24277","chr2:15590495-15595685","chr2:16477115-16478153","Mon"
"24278","chr2:15590495-15595685","chr2:16759776-16761325","Ery"
"24279","chr2:15590495-15595685","chr2:108444606-108450184","MK"
"24280","chr2:15932208-15951404","chr2:16459328-16463369","MK"
"24281","chr2:15932208-15951404","chr2:16463369-16467509","MK"
"24282","chr2:15932208-15951404","chr2:16474861-16475682","MK"
"24283","chr2:15932208-15951404","chr2:16475682-16477115","MK"
"24284","chr2:15932208-15951404","chr2:16477115-16478153","MK"
"24285","chr2:15932208-15951404","chr2:16478153-16479413","MK"
"24286","chr2:15932208-15951404","chr2:16480041-16483518","Mon"
"24287","chr2:16659612-16666853","chr2:15634430-15637174","Mac1"
"24288","chr2:16659612-16666853","chr2:16604274-16612980","Mon"
"24289","chr2:16659612-16666853","chr2:16614082-16620950","Mac1"
"24290","chr2:16659612-16666853","chr2:16714195-16720621","Mon"
"24291","chr2:16659612-16666853","chr2:16751544-16759776","Mon"
"24292","chr2:16659612-16666853","chr2:16759776-16761325","Mon"
"24293","chr2:16659612-16666853","chr2:16761325-16763460","Mac1"
"24294","chr2:16659612-16666853","chr2:17646288-17651981","Ery"
"24295","chr2:17745678-17755420","chr2:15561360-15565726","Mac1"
"24296","chr2:17745678-17755420","chr2:15584042-15590495","Ery,Mon"
"24297","chr2:17745678-17755420","chr2:16614082-16620950","Mon"
"24298","chr2:17745678-17755420","chr2:16759776-16761325","Mon"
"24299","chr2:17745678-17755420","chr2:16860876-16865332","Ery,MK"
"24300","chr2:17745678-17755420","chr2:17732742-17736400","Ery,Mac0,Mac2,MK"
"24301","chr2:17745678-17755420","chr2:18546703-18548726","Ery,Mac0,Mac2,MK"
"24302","chr2:17745678-17755420","chr2:18548726-18549663","Mac1,Mac2"
"24303","chr2:17745678-17755420","chr2:19853250-19858730","MK"
"24304","chr2:17745678-17755420","chr2:19967167-19972876","Mon"
"24305","chr2:17745678-17755420","chr2:20043856-20044796","Ery,Mac1,Mac2,Mon"
"24306","chr2:17745678-17755420","chr2:20044796-20045631","Ery,Mac1,Mac2"
"24307","chr2:17745678-17755420","chr2:20045631-20047102","nCD4,Ery,Mac1"
"24308","chr2:17745678-17755420","chr2:20327128-20334908","Mon"
"24309","chr2:17745678-17755420","chr2:20354791-20359656","Mac0,Mac1,Mac2,Mon"
"24310","chr2:17745678-17755420","chr2:20359656-20366923","Neu"
"24311","chr2:17745678-17755420","chr2:20657314-20673457","nCD4,Mac1,MK"
"24312","chr2:17745678-17755420","chr2:20812595-20819042","nCD4,nCD8"
"24313","chr2:17745678-17755420","chr2:30137620-30148583","MK"
"24314","chr2:18556503-18561432","chr2:19338633-19344446","Mac1,Mac2"
"24315","chr2:18556503-18561432","chr2:19853250-19858730","MK"
"24316","chr2:18556503-18561432","chr2:19932519-19942902","MK"
"24317","chr2:18556503-18561432","chr2:19967167-19972876","Mon"
"24318","chr2:18556503-18561432","chr2:20043856-20044796","Neu"
"24319","chr2:18556503-18561432","chr2:20657314-20673457","Ery"
"24320","chr2:19899974-19903108","chr2:17707316-17715962","Ery,MK"
"24321","chr2:19899974-19903108","chr2:17732742-17736400","Ery,Mac0,Mac2,MK"
"24322","chr2:19899974-19903108","chr2:18546703-18548726","Ery,Mac0,Mac2,MK"
"24323","chr2:19899974-19903108","chr2:18548726-18549663","Ery,Mac0,Mac2,MK"
"24324","chr2:19899974-19903108","chr2:18549663-18551621","MK"
"24325","chr2:19899974-19903108","chr2:19338633-19344446","Mon"
"24326","chr2:19899974-19903108","chr2:20028322-20043856","Mon"
"24327","chr2:19899974-19903108","chr2:20043856-20044796","Ery,Mac1,Mac2,Mon"
"24328","chr2:19899974-19903108","chr2:20044796-20045631","Ery,Mac1,Mac2"
"24329","chr2:19899974-19903108","chr2:20045631-20047102","Mac0,Mac1,Mac2,Mon"
"24330","chr2:19899974-19903108","chr2:20359656-20366923","nCD8,Mac2"
"24331","chr2:19899974-19903108","chr2:95029825-95034508","Ery,Mac0,Mac2,MK"
"24332","chr2:19984840-19997074","chr2:18546703-18548726","MK"
"24333","chr2:20011197-20015006","chr2:20325387-20326239","MK"
"24334","chr2:20011197-20015006","chr2:20326239-20327128","Ery,MK"
"24335","chr2:20350126-20354763","chr2:17732742-17736400","Ery,Mac0,Mac2,MK"
"24336","chr2:20350126-20354763","chr2:18546703-18548726","Ery,Mac0,Mac2,MK"
"24337","chr2:20350126-20354763","chr2:18548726-18549663","MK"
"24338","chr2:20350126-20354763","chr2:19932519-19942902","Mac0,Mac1,Mac2"
"24339","chr2:20350126-20354763","chr2:20020765-20028322","Mon"
"24340","chr2:20350126-20354763","chr2:20028322-20043856","Mon"
"24341","chr2:20350126-20354763","chr2:20043856-20044796","Ery,Mac1,Mac2,Mon"
"24342","chr2:20350126-20354763","chr2:20044796-20045631","Ery,Mac1,Mac2"
"24343","chr2:20350126-20354763","chr2:20045631-20047102","Mac2"
"24344","chr2:20350126-20354763","chr2:20297486-20302899","nCD4,nCD8,Mac0,Mac1,Mac2,Neu"
"24345","chr2:20350126-20354763","chr2:20317124-20325387","nCD4,Mac1,Mac2,MK"
